date,competition,winner,winner_abbreviation,winner_gender,winner_qualifier,winner_id,winner_control,winner_knockdowns,winner_significant_strike_percentage,winner_significant_strikes,winner_significant_strikes_attempted,winner_submission_attempts,winner_takedown_percentage,winner_takedowns,winner_takedowns_attempted,winner_total_strike_percentage,winner_total_strikes,winner_total_strikes_attempted,loser,loser_abbreviation,loser_gender,loser_qualifier,loser_id,loser_control,loser_knockdowns,loser_significant_strike_percentage,loser_significant_strikes,loser_significant_strikes_attempted,loser_submission_attempts,loser_takedown_percentage,loser_takedowns,loser_takedowns_attempted,loser_total_strike_percentage,loser_total_strikes,loser_total_strikes_attempted,final_round,final_round_length,method,scheduled_length,weight_class,strike_accuracy_diff ,total_strike_accuracy_diff  ,knockdowns_diff,takedown_accuracy_diff,takedowns_diff,submission_attempts_diff
2019-03-30,UFC Fight Night - Philadelphia,"Craig, Paul",CRA,male,away,sr:competitor:306502,0:00,0,32.47,25,77,2,6.25,1,16,37.35,31,83,"Nzechukwu, Kennedy",NZE,male,home,sr:competitor:467809,0:00,0,55.56,40,72,0,0.0,0,0,58.75,47,80,3,4:20,submission,3,light_heavyweight(186-205),-23.090000000000003,-21.4,0,6.25,1,2
2019-03-23,UFC Fight Night - Nashville,"Espinosa, Jordan",ESP,male,away,sr:competitor:459439,0:00,0,44.76,47,105,0,33.33,1,3,44.76,47,105,"Shelton, Eric",SHE,male,home,sr:competitor:312034,0:00,0,119.05,25,21,0,0.0,0,0,30.86,25,81,3,5:00,decision_unanimous,3,flyweight(116-125),-74.28999999999999,13.899999999999999,0,33.33,1,0
2019-03-23,UFC Fight Night - Nashville,"Gutierrez, Chris",GUT,male,away,sr:competitor:542065,0:00,0,44.52,69,155,0,0.0,0,1,45.22,71,157,"MacDonald, Ryan",MACD,male,home,sr:competitor:551717,00:00,0,18.35,20,109,0,0.0,0,4,19.09,21,110,3,5:00,decision_unanimous,3,bantamweight(126-135),26.17,26.13,0,0.0,0,0
2019-03-23,UFC Fight Night - Nashville,"Markos, Randa",MAR,female,home,sr:competitor:237728,0:00,0,50.0,13,26,1,100.0,1,1,60.61,20,33,"Hill, Angela",HIL,female,away,sr:competitor:542071,0:00,0,28.57,2,7,0,0.0,0,0,28.57,2,7,1,4:24,submission,3,strawweight(106-115),21.43,32.04,0,100.0,1,1
2019-03-23,UFC Fight Night - Nashville,"Maia, Jennifer",MAI,female,away,sr:competitor:542105,0:00,0,42.41,81,191,0,0.0,0,0,44.72,89,199,"Davis, Alexis",DAV,female,home,sr:competitor:303104,0:00,0,51.14,90,176,0,50.0,1,2,63.6,166,261,3,5:00,decision_unanimous,3,flyweight(116-125),-8.730000000000004,-18.880000000000003,0,-50.0,-1,0
2019-03-23,UFC Fight Night - Nashville,"Vera, Marlon",VER,male,home,sr:competitor:245495,0:00,1,75.0,12,16,0,0.0,0,0,76.47,13,17,"Saenz, Frankie",SAE,male,away,sr:competitor:237706,0:00,0,40.0,4,10,0,0.0,0,0,40.0,4,10,1,1:25,ko_tko,3,bantamweight(126-135),35.0,36.47,1,0.0,0,0
2019-03-23,UFC Fight Night - Nashville,"Mitchell, Bryce",MIT,male,home,sr:competitor:464153,0:00,0,45.45,30,66,2,0.0,0,7,55.42,46,83,"Moffett, Bobby",MOF,male,away,sr:competitor:467797,0:00,0,21.52,17,79,2,55.56,5,9,37.25,38,102,3,5:00,decision_unanimous,3,featherweight(136-145),23.930000000000003,18.17,0,-55.56,-5,0
2019-04-14,UFC 236 - Atlanta,"Taha, Khalid",TAH,male,away,sr:competitor:362050,0:00,0,100.0,5,5,0,0.0,0,0,100.0,5,5,"Salmon, Boston",SAL,male,home,sr:competitor:511418,0:00,0,0.0,0,0,0,0.0,0,0,0.0,0,0,1,0:26,ko_tko,3,bantamweight(126-135),100.0,100.0,0,0.0,0,0
2019-04-14,UFC 236 - Atlanta,"Griffin, Max",GRI,male,home,sr:competitor:278711,0:00,0,51.09,47,92,3,54.55,6,11,59.5,72,121,"Imadaev, Zelim",IMA,male,away,sr:competitor:558034,0:00,0,42.67,64,150,0,0.0,0,1,47.27,78,165,3,5:00,decision_majority,3,welterweight(156-170),8.420000000000002,12.229999999999997,0,54.55,6,3
2019-04-14,UFC 236 - Atlanta,"Pantoja, Alexandre",PAN,male,away,sr:competitor:312032,0:00,1,69.7,23,33,0,0.0,0,0,72.22,26,36,"Reis, Wilson",REI,male,home,sr:competitor:542133,0:00,0,16.67,1,6,0,25.0,1,4,28.57,2,7,1,2:57,ko_tko,3,flyweight(116-125),53.03,43.65,1,-25.0,-1,0
2019-04-14,UFC 236 - Atlanta,"Frevola, Matt",FRE,male,away,sr:competitor:542057,0:00,0,40.26,31,77,2,30.77,4,13,51.58,49,95,"Turner, Jalin",TUR,male,home,sr:competitor:459443,0:00,0,30.17,35,116,1,0.0,0,0,33.87,42,124,3,5:00,decision_unanimous,3,lightweight(146-155),10.089999999999996,17.71,0,30.77,4,1
2019-04-14,UFC 236 - Atlanta,"Krylov, Nikita",KRY,male,away,sr:competitor:256105,0:00,0,61.36,27,44,2,50.0,1,2,75.95,60,79,"Preux, Ovince Saint",PRE,male,home,sr:competitor:253383,0:00,0,50.0,4,8,0,37.5,3,8,66.67,8,12,2,2:29,submission,3,light_heavyweight(186-205),11.36,9.280000000000001,0,12.5,-2,2
2019-04-14,UFC 236 - Atlanta,"Grant, Dwight",GRA,male,away,sr:competitor:449139,0:00,0,31.15,38,122,0,0.0,0,0,31.71,39,123,"Jouban, Alan",JOU,male,home,sr:competitor:248597,0:00,0,24.0,24,100,0,50.0,1,2,24.75,25,101,3,5:00,decision_split,3,welterweight(156-170),7.149999999999999,6.960000000000001,0,-50.0,-1,0
2019-04-14,UFC 236 - Atlanta,"Rountree, Khalil",ROU,male,away,sr:competitor:301658,0:00,4,50.32,79,157,0,0.0,0,0,51.23,83,162,"Anders, Eryk",AND,male,home,sr:competitor:359234,0:00,0,23.19,16,69,0,0.0,0,1,26.39,19,72,3,5:00,decision_unanimous,3,light_heavyweight(186-205),27.13,24.839999999999996,4,0.0,0,0
2019-04-14,UFC 236 - Atlanta,"Adesanya, Israel",ADE,male,away,sr:competitor:410485,0:00,4,54.22,135,249,2,0.0,0,0,54.22,135,249,"Gastelum, Kelvin",GAS,male,home,sr:competitor:268061,0:00,0,33.5,68,203,0,11.11,1,9,33.5,68,203,5,5:00,decision_unanimous,5,middleweight(171-185),20.72,20.72,4,-11.11,-1,2
2019-04-14,UFC 236 - Atlanta,"Poirier, Dustin",POI,male,away,sr:competitor:261799,0:00,0,46.72,178,381,0,12.5,1,8,47.0,180,383,"Holloway, Max",HOL,male,home,sr:competitor:237652,0:00,0,40.58,181,446,1,0.0,0,0,43.97,208,473,5,5:00,decision_unanimous,5,lightweight(146-155),6.140000000000001,3.030000000000001,0,12.5,1,-1
2019-04-20,UFC Fight Night - St. Petersburg,"Mustafaev, Magomed",MUS,male,home,sr:competitor:237686,0:00,1,83.33,10,12,0,0.0,0,0,84.62,11,13,"Fiziev, Rafael",FIZ,male,away,sr:competitor:511494,0:00,0,100.0,1,1,0,0.0,0,0,100.0,1,1,1,1:26,ko_tko,3,lightweight(146-155),-16.67,-15.379999999999995,1,0.0,0,0
2019-04-20,UFC Fight Night - St. Petersburg,"Oleksiejczuk, Michal",OLE,male,away,sr:competitor:390292,0:00,2,80.0,8,10,0,0.0,0,0,80.0,8,10,"Antigulov, Gadzhimurad",ANT,male,home,sr:competitor:299984,0:00,0,46.15,6,13,0,0.0,0,2,46.15,6,13,1,0:44,ko_tko,3,light_heavyweight(186-205),33.85,33.85,2,0.0,0,0
2019-04-20,UFC Fight Night - St. Petersburg,"Abdurakhimov, Shamil",ABD,male,away,sr:competitor:244080,0:00,0,41.38,36,87,0,0.0,0,3,41.38,36,87,"Tybura, Marcin",TYB,male,home,sr:competitor:250173,0:00,0,40.0,28,70,0,0.0,0,0,40.0,28,70,2,3:15,ko_tko,3,heavyweight(206-265),1.3800000000000026,1.3800000000000026,0,0.0,0,0
2019-04-20,UFC Fight Night - St. Petersburg,"Yakovlev, Alexander",YAK,male,home,sr:competitor:273541,0:00,0,73.68,14,19,1,50.0,1,2,78.26,18,23,"Da Silva, Alex",DA,male,away,sr:competitor:567143,0:00,0,42.11,8,19,0,33.33,1,3,43.48,10,23,2,3:10,submission,3,lightweight(146-155),31.570000000000007,34.78000000000001,0,16.67,0,1
2019-04-20,UFC Fight Night - St. Petersburg,"Aliev, Sultan",ALI,male,home,sr:competitor:306504,0:00,0,39.68,25,63,0,28.57,2,7,45.71,32,70,"Nakamura, Keita",NAK,male,away,sr:competitor:245475,0:00,0,35.8,29,81,0,0.0,0,1,52.29,57,109,3,5:00,decision_unanimous,3,welterweight(156-170),3.8800000000000026,-6.579999999999998,0,28.57,2,0
2019-04-20,UFC Fight Night - St. Petersburg,"Evloev, Movsar",EVL,male,home,sr:competitor:567139,0:00,0,81.18,69,85,0,31.25,5,16,87.6,113,129,"Choi, Seungwoo",CHO,male,away,sr:competitor:567141,0:00,0,29.41,15,51,0,0.0,0,1,69.51,114,164,3,5:00,decision_unanimous,3,featherweight(136-145),51.77000000000001,18.08999999999999,0,31.25,5,0
2019-04-20,UFC Fight Night - St. Petersburg,"Jotko, Krzysztof",JOT,male,home,sr:competitor:245465,0:00,0,62.32,43,69,0,100.0,4,4,74.5,111,149,"Amedovski, Alen",AME,male,away,sr:competitor:523940,0:00,0,35.29,6,17,0,0.0,0,0,35.29,6,17,3,5:00 ,decision_unanimous,3,middleweight(171-185),27.03,39.21,0,100.0,4,0
2019-04-20,UFC Fight Night - St. Petersburg,"Modafferi, Roxanne",MOD,female,home,sr:competitor:542109,0:00,0,41.77,33,79,0,83.33,5,6,64.81,105,162,"Shevchenko, Antonina",SHE,female,away,sr:competitor:453243,0:00,0,55.17,64,116,0,0.0,0,0,60.42,87,144,3,5:00 ,decision_split,3,flyweight(116-125),-13.399999999999999,4.390000000000001,0,83.33,5,0
2019-04-20,UFC Fight Night - St. Petersburg,"Pavlovich, Sergei",PAV,male,home,sr:competitor:515358,0:00,0,65.38,17,26,0,0.0,0,0,65.38,17,26,"Golm, Marcelo",GOL,male,away,sr:competitor:542059,0:00,0,33.33,5,15,0,0.0,0,0,33.33,5,15,1,1:06,ko_tko,3,heavyweight(206-265),32.05,32.05,0,0.0,0,0
2019-04-20,UFC Fight Night - St. Petersburg,"Makhachev, Islam",MAK,male,home,sr:competitor:251835,0:00,0,70.0,14,20,0,44.44,4,9,88.68,47,53,"Tsarukyan, Arman",TSA,male,away,sr:competitor:567145,0:00,0,30.23,13,43,0,8.33,1,12,66.67,60,90,3,5:00,decision_unanimous,3,lightweight(146-155),39.769999999999996,22.010000000000005,0,36.11,3,0
2019-04-20,UFC Fight Night - St. Petersburg,"Overeem, Alistair",OVE,male,home,sr:competitor:237694,0:00,0,87.88,29,33,0,0.0,0,1,88.57,31,35,"Oleinik, Aleksei",OLE,male,away,sr:competitor:542117,0:00,0,65.52,38,58,0,0.0,0,0,77.23,78,101,1,4:45,ko_tko,5,heavyweight(206-265),22.36,11.33999999999999,0,0.0,0,0
2019-04-27,UFC Fight Night - Sunrise,"Lima, Dhiego",LIM,male,away,sr:competitor:542101,0:00,0,39.51,64,162,0,0.0,0,3,39.88,65,163,"McGee, Court",MCG,male,home,sr:competitor:237674,0:00,1,20.77,54,260,0,0.0,0,8,21.07,55,261,3,5:00,decision_split,3,welterweight(156-170),18.74,18.810000000000002,-1,0.0,0,0
2019-04-27,UFC Fight Night - Sunrise,"Hill, Angela",HIL,female,home,sr:competitor:542071,0:00,0,49.58,117,236,0,0.0,0,3,49.79,118,237,"Esquibel, Jodie",ESQ,female,away,sr:competitor:542045,0:00,0,19.72,57,289,0,0.0,0,3,19.72,57,289,3,5:00,decision_unanimous,3,strawweight(106-115),29.86,30.07,0,0.0,0,0
2019-04-27,UFC Fight Night - Sunrise,"Miller, Jim",MIL,male,home,sr:competitor:237682,00:00,0,54.55,6,11,1,100.0,1,1,57.14,8,14,"Gonzalez, Jason",GON,male,away,sr:competitor:284461,0:00,0,40.0,10,25,0,0.0,0,0,40.0,10,25,1,2:12,submission,3,lightweight(146-155),14.549999999999997,17.14,0,100.0,1,1
2019-04-27,UFC Fight Night - Sunrise,"Burns, Gilbert",BUR,male,home,sr:competitor:267851,0:00,0,49.44,44,89,3,60.0,6,10,58.26,67,115,"Davis, Mike",DAV,male,away,sr:competitor:463611,0:00,0,42.11,16,38,0,0.0,0,0,43.59,17,39,2,4:15,submission,3,lightweight(146-155),7.329999999999998,14.669999999999995,0,60.0,6,3
2019-04-27,UFC Fight Night - Sunrise,"Esparza, Carla",ESP,female,home,sr:competitor:253353,0:00,0,57.5,46,80,0,40.0,4,10,69.57,96,138,"Jandiroba, Virna",JAN,female,away,sr:competitor:399229,0:00,0,57.14,24,42,0,25.0,2,8,78.57,66,84,3,5:00,decision_unanimous,3,strawweight(106-115),0.35999999999999943,-9.0,0,15.0,2,0
2019-05-04,UFC Fight Night - Ottawa,"Smith, Cole",SMI,male,away,sr:competitor:571519,0:00,0,37.93,33,87,2,66.67,2,3,48.11,51,106,"Gagnon, Mitch",GAG,male,home,sr:competitor:305026,0:00,1,41.07,23,56,2,0.0,0,1,41.07,23,56,3,5:00,decision_unanimous,3,bantamweight(126-135),-3.1400000000000006,7.039999999999999,-1,66.67,2,0
2019-05-04,UFC Fight Night - Ottawa,"Bhullar, Arjan",BHU,male,home,sr:competitor:374674,0:00,0,54.41,37,68,0,100.0,2,2,62.92,56,89,"Adams, Juan",ADA,male,away,sr:competitor:465491,0:00,0,33.14,57,172,0,0.0,0,0,45.79,98,214,3,5:00,decision_unanimous,3,heavyweight(206-265),21.269999999999996,17.130000000000003,0,100.0,2,0
2019-05-04,UFC Fight Night - Ottawa,"Sayles, Matt",SAY,male,away,sr:competitor:449123,0:00,0,31.55,53,168,1,0.0,0,0,38.24,78,204,"Nelson, Kyle",NEL,male,home,sr:competitor:525475,0:00,0,33.33,33,99,3,22.22,2,9,33.93,38,112,3,3:16,submission,3,featherweight(136-145),-1.7799999999999976,4.310000000000002,0,-22.22,-2,-2
2019-05-04,UFC Fight Night - Ottawa,"Taleb, Nordine",TAL,male,home,sr:competitor:246043,0:00,0,41.14,72,175,0,0.0,0,0,41.14,72,175,"Prepolec, Kyle",PRE,male,away,sr:competitor:573915,0:00,0,24.18,37,153,0,0.0,0,0,24.18,37,153,3,5:00,decision_unanimous,3,welterweight(156-170),16.96,16.96,0,0.0,0,0
2019-05-04,UFC Fight Night - Ottawa,"Morales, Vince",MOR,male,away,sr:competitor:462107,0:00,0,23.5,47,200,0,0.0,0,0,23.5,47,200,"Zahabi, Aiemann",ZAH,male,home,sr:competitor:316729,0:00,0,26.83,22,82,0,20.0,1,5,26.83,22,82,3,5:00,decision_unanimous,3,bantamweight(126-135),-3.3299999999999983,-3.3299999999999983,0,-20.0,-1,0
2019-05-04,UFC Fight Night - Ottawa,"Chiasson, Macy",CHI,female,home,sr:competitor:542017,0:00,0,65.15,43,66,0,0.0,0,0,76.64,82,107,"Moras, Sarah",MOR,female,away,sr:competitor:244064,0:00,0,81.82,9,11,1,33.33,1,3,76.32,29,38,2,2:22,ko_tko,3,bantamweight(126-135),-16.669999999999987,0.3200000000000074,0,-33.33,-1,-1
2019-05-11,UFC 237 - Barra da Tijuca,"Araujo, Viviane",ARA,female,away,sr:competitor:579365,0:00,1,43.88,61,139,0,100.0,3,3,47.48,66,139,"Bernardo, Talita",BER,female,home,sr:competitor:402745,0:00,0,33.82,46,136,0,0.0,0,2,37.23,51,137,3,0:48,ko_tko,3,bantamweight(126-135),10.060000000000002,10.25,1,100.0,3,0
2019-05-11,UFC 237 - Barra da Tijuca,"Barcelos, Raoni",BAR,male,home,sr:competitor:456577,0:00,1,47.97,59,123,1,0.0,0,1,51.09,70,137,"Huachin, Carlos",HUA,male,away,sr:competitor:576219,0:00,0,15.75,20,127,0,0.0,0,0,15.75,20,127,2,4:49,ko_tko,3,bantamweight(126-135),32.22,35.34,1,0.0,0,1
2019-05-11,UFC 237 - Barra da Tijuca,"Carolina, Luana",CAR,female,home,sr:competitor:563262,0:00,1,49.33,111,225,3,0.0,0,0,53.39,126,236,"Cachoeira, Priscila",CAC,female,away,sr:competitor:408277,0:00,0,50.74,69,136,0,0.0,0,1,50.74,69,136,3,5:00,decision_unanimous,3,flyweight(116-125),-1.4100000000000037,2.6499999999999986,1,0.0,0,3
2019-05-18,UFC Fight Night - Rochester,"Arce, Julio",ARC,male,home,sr:competitor:405705,0:00,1,53.75,86,160,0,100.0,1,1,53.75,86,160,"Erosa, Julian",ERO,male,away,sr:competitor:246021,0:00,0,44.38,71,160,0,0.0,0,0,43.29,71,164,3,1:49,ko_tko,3,featherweight(136-145),9.369999999999997,10.46,1,100.0,1,0
2019-05-18,UFC Fight Night - Rochester,"Cummings, Zak",CUM,male,home,sr:competitor:250159,0:00,1,51.0,51,100,1,0.0,0,2,47.66,51,107,"Giles, Trevin",GIL,male,away,sr:competitor:351764,0:00,0,65.63,42,64,0,0.0,0,0,60.87,42,69,3,4:01,submission,3,middleweight(171-185),-14.629999999999995,-13.21,1,0.0,0,1
2019-05-18,UFC Fight Night - Rochester,"Herman, Ed",HER,male,away,sr:competitor:274651,0:00,1,45.71,16,35,0,0.0,0,0,47.37,18,38,"Cummins, Patrick",CUM,male,home,sr:competitor:257377,0:00,0,51.52,17,33,0,50.0,1,2,51.52,17,33,1,3:39,ko_tko,3,light_heavyweight(186-205),-5.810000000000002,-4.150000000000006,1,-50.0,-1,0
2019-05-18,UFC Fight Night - Rochester,"Dawson, Grant",DAW,male,away,sr:competitor:511478,0:00,0,46.43,26,56,1,30.0,3,10,44.44,28,63,"Trizano, Michael",TRI,male,home,sr:competitor:458483,0:00,0,51.22,21,41,0,0.0,0,0,64.44,29,45,2,2:27,submission,3,featherweight(136-145),-4.789999999999999,-20.0,0,30.0,3,1
2019-05-18,UFC Fight Night - Rochester,"Pereira, Michel",PER,male,away,sr:competitor:573961,0:00,1,54.55,6,11,0,0.0,0,0,54.55,6,11,"Roberts, Danny",ROB,male,home,sr:competitor:253361,0:00,0,25.0,1,4,0,0.0,0,0,25.0,1,4,1,1:47,ko_tko,3,welterweight(156-170),29.549999999999997,29.549999999999997,1,0.0,0,0
2019-05-18,UFC Fight Night - Rochester,"Green, Desmond",GRE,male,home,sr:competitor:542063,0:00,0,44.44,64,144,0,100.0,4,4,46.71,71,152,"Jourdain, Charles",JOU,male,away,sr:competitor:578853,0:00,0,38.36,56,146,0,0.0,0,0,38.36,56,146,3,5:00,decision_unanimous,3,lightweight(146-155),6.079999999999998,8.350000000000001,0,100.0,4,0
2019-05-18,UFC Fight Night - Rochester,"Ladd, Aspen",LAD,female,home,sr:competitor:542085,0:00,0,52.0,65,125,3,75.0,3,4,76.92,110,143,"Eubanks, Sijara",EUB,female,away,sr:competitor:542047,0:00,0,59.15,97,164,0,40.0,2,5,58.93,99,168,3,5:00,decision_unanimous,3,bantamweight(126-135),-7.149999999999999,17.990000000000002,0,35.0,1,3
2019-06-08,UFC 238 - Chicago,"Chookagian, Katlyn",CHO,female,home,sr:competitor:269763,0:00,0,37.1,82,221,0,0.0,0,2,43.2,108,250,"Wood, Joanne",CAL,female,away,sr:competitor:265071,0:00,0,42.11,112,266,0,75.0,3,4,47.0,141,300,3,5:00,decision_unanimous,3,flyweight(116-125),-5.009999999999998,-3.799999999999997,0,-75.0,-3,0
2019-06-08,UFC 238 - Chicago,"Wineland, Eddie",WIN,male,away,sr:competitor:273537,0:00,2,43.27,74,171,0,0.0,0,1,43.27,74,171,"Popov, Grigorii",POP,male,home,sr:competitor:583789,0:00,0,36.67,55,150,0,0.0,0,2,36.67,55,150,2,4:47,ko_tko,3,bantamweight(126-135),6.600000000000001,6.600000000000001,2,0.0,0,0
2019-06-08,UFC 238 - Chicago,"Stewart, Darren",STE,male,away,sr:competitor:542151,0:00,0,36.07,22,61,0,0.0,0,0,48.15,39,81,"Lewis, Bevon",LEW,male,home,sr:competitor:459431,0:00,0,33.78,25,74,0,0.0,0,4,33.77,26,77,3,5:00,decision_unanimous,3,middleweight(171-185),2.289999999999999,14.379999999999995,0,0.0,0,0
2019-06-08,UFC 238 - Chicago,"Yan, Xiaonan",YAN,female,home,sr:competitor:395000,0:00,0,37.75,94,249,0,100.0,1,1,39.77,105,264,"Hill, Angela",HIL,female,away,sr:competitor:542071,0:00,0,49.31,71,144,1,33.33,1,3,51.66,78,151,3,5:00,decision_unanimous,3,strawweight(106-115),-11.560000000000002,-11.889999999999993,0,66.67,0,-1
2019-06-22,UFC Fight Night - Greenville,"Winn, Deron",WIN,male,home,sr:competitor:438718,0:00,0,46.05,169,367,0,0.0,0,3,46.34,171,369,"Spicely, Eric",SPI,male,away,sr:competitor:269771,0:00,0,48.21,108,224,0,0.0,0,0,48.21,108,224,3,5:00,decision_unanimous,3,middleweight(171-185),-2.1600000000000037,-1.8699999999999974,0,0.0,0,0
2019-06-22,UFC Fight Night - Greenville,"McCann, Molly",MCC,female,away,sr:competitor:441632,0:00,0,50.7,108,213,0,0.0,2,0,50.93,109,214,"Da Silva, Ariane",DSI,female,home,sr:competitor:542103,0:00,0,25.09,68,271,0,0.0,0,0,25.09,68,271,3,5:00,decision_unanimous,3,flyweight(116-125),25.610000000000003,25.84,0,0.0,2,0
